target_tg,sample_index,smiles,is_valid,is_unique
350.0,124,[*]CC(C)c1cc(C=[*])ccc1OC2CCC(=O)N(C)C,False,True
350.0,125,[*]CC([*])(C)OC(C)C(=O)OCCCCC1C(C)C,False,True
350.0,126,[*]Oc1ccc(Cc2ccc(OC(=O)c3cccc(Oc4cccc(C=[*])c4)c3)cc2Cl)c1,False,True
350.0,127,[*]NC(=O)CSCCC/C=C(\C)C(=O)Oc1ccc2c(c1)C([*])=O)c(Br)c1C2=O,False,True
350.0,128,[*]SC(=O)N([*])CC(=O)OC(C)(C)CC(C)=O,True,True
350.0,129,[*]OC(=O)c1ccc2c(c1)C(=O)N(OC(=O)c2ccc(S(=O)(=O)NNC(=O)c3ccc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)cc3)cc2)C3=O)cc1,False,True
350.0,130,[*]N=C(OCC)c1cc(F)cc(P([*])(=O)c2ccccc2)c2ccccc2c1,True,True
350.0,131,[*]CCc1ccc(COC(=O)C(=CCCCC)NC(=O)N[*])c2ccccc2c1,False,True
350.0,132,[*]C#Cc1ccc(Oc2ccc(/C=C/c3ccc(P([*])(=O)c4ccccc4)c(CCCCCCC)c3)cc2)cc1,True,True
350.0,133,[*]C([*])C(=O)Oc1ccc([Si](C)(C#N)OC=C2)cc1,False,True
350.0,134,[*]C=C(CCCCCC)C(=O)Oc1cc(I)c(OC)cc1[Si]([*])OC(=O)OC,True,True
350.0,135,[*]C(=O)CN([*])COc1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C4)cc3)cc2)cc1,True,True
350.0,136,[*]CC([*])(C)C(=O)NCCCCCCNC(=O)Oc1ccc(C(=O)CCCC)c(F)c1,True,True
350.0,137,[*]Cc1ccc(Oc2ccc(C#N)cc2Oc2ccc(C(=O)Oc3ccc(C(c4ccc(C#N)cc4)c(Oc4ccc(C([*])(C)C)cc4C4=O)cc3)cc2)cc1,False,True
350.0,138,[*]CCCCCCCCCC(=O)Nc1cccc(NCCOCCOc2ccccc2/C=C/C(=O)O[*])c1,True,True
350.0,139,[*]CC([*])=CCCCC(C)(CCN)CC(=O)NC(F)(F)F,True,True
350.0,140,[*]Cc1cc(C(OC(=O)CCC)c2ccccc2[*])C(=O)OC1,False,True
350.0,141,[*]CC(O)COC(=O)Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3cc(Br)c(C([*])=O)cc3C)cc2C)c(O)c1,True,True
350.0,142,[*]CCC/C=C(/CCCCCCCOc1ccc(OCC)cc1)c1cc(OCCCCOc2nnc(-c3ccc([*])cc3)[nH]2)cc1,False,True
350.0,143,[*]CCN(C(=O)OCCCCn1ccc(-c2ccc(P([*])(=O)=O)cc2)c2ccccc2)o1,False,True
350.0,144,[*]CCCCCCOC(=O)CCCCCCCCC(=O)/C=C/C(CCCCCOc1ccc([*])cc1)=CC=O,True,True
350.0,145,[*]CCCCCOc1ccc(OCC(=O)Nc2ccc(/C=N/c3ccc([*])cc3)cc2)cc1,True,True
350.0,146,[*]CCOCCOc1ccc(NC(=O)c2ccc(C(=O)c3ccc(NC(=O)c4ccc(C(=O)c5ccc(O[*])cc5)cc4)cc3)cc2)cc1,True,True
350.0,147,[*]Oc1ccc(C(=O)Oc2c(OC([*])=O)cc(OCCCCCCOC)c2)c2ccccc12=S,False,True
350.0,148,[*]CCCCCCCCOc1ccc(Oc2ccc(Oc3cc(C(=O)c4ccc(OCCCCCCCC(=O)c5ccccc4[*])cc4)cc3)cc2)cc1,False,True
350.0,149,[*]CC([*])C(=O)OCCCCCCCNC(=O)c1cccc(N(C)C)n1,True,True
350.0,150,[*]CCCCC1C([*])c2ccccc2C(=O)O[Na]CCCC1,True,True
350.0,151,[*]N1C(=O)Oc2ccc(C(c3ccc(OC(=O)CN(C([*])=O)cc3)(C(F)(F)F)C(F)(F)F)c3)CC3(C)C)cc2)cc1,False,True
350.0,152,[*]CNC(=O)OCCCCC[Si]([*])(CC)c1ccc(C(=O)Oc2ccc([N+](=O)[O-])cc2)cc1)(c1ccc([Si](c2ccc(-c3ccccc3)c3ccccc3)cc2)c1,False,True
350.0,153,[*]c1cc(OC(C)=O)C(C)=O)cc(N2C(=O)OC([*])C2)c1,False,True
350.0,154,[*]CCCCCCCC(=O)Nc1ccc(NC(=O)CCCOc2ccc(C(=O)Oc3nnc(O[*])cc3)nn2)cc1,True,True
350.0,155,[*]OC(c1ccc(/N=N/c2ccc(Cl)cc2)cc1)c1ccc(OC(=O)c2ccc(C([*])=S)cc2)cc1,True,True
350.0,156,[*]CCCCCCN1C(=O)Oc2ccc(-c3ccc(OCC(=O)Oc4ccc(C([*])=CCCc5ccccc5)cc4)cc3)cc2)cc1,False,True
350.0,157,[*]C=CC1C=NC(=N)Nc2ccc(/N=C/c3ccc(C([*])=S)cc3)cc2C1,True,True
350.0,158,[*]CN(CC)OC(=O)c1ccc(C([*])C(F)(F)F)cc1,True,True
350.0,159,[*]CCN(CCCCCC)c1ccc(CNC(=O)/C=C/C(=O)N[*])c(C(F)(F)F)c1)c1ccccc1,False,True
350.0,160,[*]c1cc(OC)cc(C(C)[Si]([*])(C)CC)c2ccc(C(C)C)cc2)cc1,False,True
350.0,161,[*]NC(C)(C)c1ccc2c(c1)C(=O)OCC([*])c1ccc(C#N)cc1,False,True
350.0,162,[*]CCCCCCCCC(N=NC(=O)C(C=C)SCc1ccc(O[*])cc1)OC,True,True
350.0,163,[*]NC1CC(NC(=O)C([*])C#N)C(=O)OCCCCCCCCCSC,False,True
350.0,164,[*]NC(=O)c1ccc(C(C(=O)c2cc(C(F)(F)F)cc(C([*])CCCCC)c2)cc1C(C)C,False,True
350.0,165,[*]OCCCCCCNC(=O)OC1COC2CCC(CNC([*])(C)COC2)C(C)C1,True,True
350.0,166,[*]CN(C)C(=O)CCCCCCC(=O)N(CC1([*])C)C1=O,True,True
350.0,167,[*]Nc1ccc(OC(=O)Oc2ccc(C([*])(C)C)cc2)cc1,True,True
350.0,168,[*]=Cc1cc(OC(=O)c2ccccc2)cc(CCCCCCOc2ccc(C([*])=O)cc2)c1,True,True
350.0,169,[*]Oc1c(F)cc(S(=O)(=O)c2cc(C)cc(C(=O)NC([*])=O)c2)cc1NC(=O)c1cccc([Si](C)(C)C)c1,True,True
350.0,170,[*]NC(=O)c1cc(OCCCCCCCOc2ccc(-c3ccc(C=[*])cc3)cc2)ccc1C,True,True
350.0,171,[*]C=CC(Cc1ccccc1)(C1C#N)C1(OCCOCC1[*])OCC21=O,False,True
350.0,172,[*]c1ccc(NC(=O)/C=C/C(=O)Nc2ccc(/C=C/C(=O)Nc3ccc(C3CCNP(=O)(C([*])(C)CC(F)(F)F)C(F)(F)F)C=C3)cc2)cc1,False,True
350.0,173,[*]CCOC(=O)c1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(Oc4ccc(NC(=O)c5ccc(C(=O)Oc6ccc([*])cc6C)cc5C)cc4)s3)cc2)cc1,True,True
350.0,174,[*]CCC1CCCC([*])CCC(=S)OCC1,True,True
350.0,175,[*]Cc1ccc(C/C(=N\c2ccc(C([*])(C)C)cc2)C2=O)cc1,False,True
350.0,176,[*]CC(CN)CCN([*])C(=O)c1ccc(S(=O)=O)cc1)C=C,False,True
350.0,177,[*]CCC(=O)Oc1ccc(C3CCCCC(c3ccccc3OC(=O)NCCCCP([*])(=O)O)c2)C=C1,False,True
350.0,178,[*]Cc1ccc(OC(=O)Nc2ccc(OCCCCCCN(CC)c3ccc(NNC(=O)CC(CC)O[*])cc3)cc2)o1,True,True
350.0,179,[*]CCCCCCCCC(=O)Oc1ncc(C(C)(C)c2ccc(OC(=O)Oc3ccc(OCC([*])(C)OC)cc3)cc2)C(=O)OC)cc1,False,True
350.0,180,[*]C=Cc1ccc(CCCCOc2ccc(S(=O)(=O)c3ccc(C#N)cc3)cc2)[nH]1[*],False,True
350.0,181,[*]CCCC(C[*])CN(CCCCCCC)C(=O)Oc1ccc(C#N)cc1,True,True
350.0,182,[*]CC[Si]c1cccc(CCCCC(=O)NCCCCCC/C=C/c2ccc(Cc3ccc(NC(=O)c4ccc([*])nc4)cc3)cc2)c1,True,True
350.0,183,[*]C=Cc1ccc(Cc2cc(OC(=O)Oc3ccc(C=[*])cc3OCCCCCCCCC)cc(C(=O)OCCCCC)c2)cc1,True,True
350.0,184,[*]c1ccc2c(=O)Nc1cc(S(=O)(=O)c3cccc(CCCCCC)c3[*])nc2)cc1,False,True
350.0,185,[*]Cc1ccc(OCCCCCOc2ccc(C(=O)c3ccc(C(=O)O[*])o3)nc2)cc1,True,True
350.0,186,[*]c1ccc(OCCCCOC(=O)N(c2ccccc2)n2c(N2C(=O)O[*])ccc1,False,True
350.0,187,[*]O[Si]([*])(C)CCCS(=O)(=O)c1ccc2ccccc2-c2ccc(-c3c(F)cc3)c(F)c2)cc1N,False,True
350.0,188,[*]C=CCCCCCCCOc1cc(NC(=O)c2ccc(C(=O)Oc3ccc(C#N)cc3)cc2)cc([*])n1,True,True
350.0,189,[*]/C(C)=N/c1ccc(Oc2c(Cl)cc(/N=C/c3ccc([N+](=O)[O-])cc3)cc2[*])cc1,True,True
350.0,190,[*]CCCOS(=O)(=O)c1ccc2cc(C(F)(F)C(F)(F)C(F)(F)C(=O)c3ccccc3N[*])cc1,False,True
350.0,191,[*]CC1COC(=O)C(CCC([*])=O)COC(C)=O,False,True
350.0,192,[*]c1cc(OCCO[Si](C)(C)c2ccc(Oc3ccc4c(=O)n(C([*])=O)cc3)cc2)ccc1,False,True
350.0,193,[*]CCCCCCC(=O)c1ccc(CCc2ccc([*])cc2OCCCCCC)C(CC)CCCCcc1,True,True
350.0,194,[*]OC(=O)c1ccc(C(CC(=[*])O)N(Cl)c2ccccc2)cc1,True,True
350.0,195,[*]CC([*])(C)C(=O)Oc1ccccc1)C(=O)N(CCCCCCCN(C(=O)c2ccc(OCC)cc2)c1ccccc1,False,True
350.0,196,[*]C#CC=C([*])c1ccc(C(=O)c2ccc(Oc3ccc(-c4ccc(F)cc4)cc3)cc2N)cc1,True,True
350.0,197,[*]CC(=O)Nc1ccc(S(=O)(=O)c2ccc(OCCN([*])C)cc2)c(N)c1,True,True
350.0,198,[*]CC([*])OC(=O)Nc1ccc(CCCCCCCCC2OC)cc1,False,True
350.0,199,[*]Cc1ccc(CCCCCN2C(=O)c3ccc([*])cc3OC)c(C)c2cc1,True,True
350.0,200,[*]CC([*])c1ccccc1CCCCC(=O)Oc1ccc(Oc2ccc(C3C3)cc2)cc1,False,True
350.0,201,[*]Oc1ccc(Oc2ccc(OCCOc3ccc(CCCCCCCCOc4ccc(C([*])=O)cc4)cc3)cc2OCCCCCCCCCCC)cc1,True,True
350.0,202,[*]OCCOC(=O)c1ccccc1C(=O)Nc1ccc(NC(=O)Oc2ccc(C([*])(C)C)cc2)nc1,True,True
350.0,203,[*]c1ccc(OC(=O)N(CCCNC(=O)Oc2ccc(/C=N/c3ccc(N=N/c4ccc(C)cc4)cc3)cc2)C(=[*])O1,False,True
350.0,204,[*]c1ccc(C([*])(C)C)c(N2c2ccc(C(c3ccc(C(F)(F)F)cc3)c2)C2)c1,False,True
350.0,205,[*]c1ccc(NC(=O)C(O)CC(Oc2ccc(C(=O)N([*])CCCCCCC)cc2)C(=O)N(C)C)c(Br)c1,True,True
350.0,206,[*]CC=CCOc1ccc(/C=C/C(=O)OCCCCC(O)C(=O)Nc2cccc(NS([*])(=O)=O)c2)cc1,True,True
